"year","prov","sector","scenario","emissions"
2029,"AB","Electricity","NIR 2024",0
2029,"BC","Electricity","2024 Additional Measures Scenario",0.1
2029,"BC","Electricity","2024 Reference Case",0.1
2029,"BC","Electricity","NIR 2024",0
2029,"Canada","Electricity","2024 Additional Measures Scenario",26.5
2029,"Canada","Electricity","2024 Reference Case",26.8
2029,"Canada","Electricity","Fast GDP and Population Growth",27.7
2029,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",28.5
2029,"Canada","Electricity","High Adoption Technology Scenario",25.8
2029,"Canada","Electricity","High Oil and Gas Prices",27.7
2029,"Canada","Electricity","Low Adoption Technology Scenario",26.4
2029,"Canada","Electricity","Low Oil and Gas Prices",22.5
2029,"Canada","Electricity","NIR 2024",0
2029,"Canada","Electricity","Slow GDP and Population Growth",25.4
2029,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",21.6
2029,"MB","Electricity","2024 Additional Measures Scenario",0
2029,"MB","Electricity","2024 Reference Case",0
2029,"MB","Electricity","NIR 2024",0
2029,"ATL","Electricity","2024 Additional Measures Scenario",6.8
2029,"ATL","Electricity","2024 Reference Case",6.9
2029,"ATL","Electricity","NIR 2024",0
2029,"ON","Electricity","2024 Additional Measures Scenario",6.8
2029,"ON","Electricity","2024 Reference Case",6.7
2029,"ON","Electricity","NIR 2024",0
2029,"QC","Electricity","2024 Additional Measures Scenario",0
2029,"QC","Electricity","2024 Reference Case",0
2029,"QC","Electricity","NIR 2024",0
2029,"SK","Electricity","2024 Additional Measures Scenario",7.1
2029,"SK","Electricity","2024 Reference Case",7.1
2029,"SK","Electricity","NIR 2024",0
2030,"AB","Electricity","2024 Additional Measures Scenario",6.4
2030,"AB","Electricity","2024 Reference Case",6.2
2030,"AB","Electricity","NIR 2024",0
2030,"BC","Electricity","2024 Additional Measures Scenario",0.1
2030,"BC","Electricity","2024 Reference Case",0.1
2030,"BC","Electricity","NIR 2024",0
2030,"Canada","Electricity","2024 Additional Measures Scenario",19.5
2030,"Canada","Electricity","2024 Reference Case",17.5
2030,"Canada","Electricity","Fast GDP and Population Growth",18.6
2030,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",20.2
2030,"Canada","Electricity","High Adoption Technology Scenario",19.1
2030,"Canada","Electricity","High Oil and Gas Prices",18.8
2030,"Canada","Electricity","Low Adoption Technology Scenario",19.8
2030,"Canada","Electricity","Low Oil and Gas Prices",17.2
2030,"Canada","Electricity","NIR 2024",0
2030,"Canada","Electricity","Slow GDP and Population Growth",16.1
2030,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",16.2
2030,"MB","Electricity","2024 Additional Measures Scenario",0
2030,"MB","Electricity","2024 Reference Case",0
2030,"MB","Electricity","NIR 2024",0
2030,"ATL","Electricity","2024 Additional Measures Scenario",1.6
2030,"ATL","Electricity","2024 Reference Case",1.8
2030,"ATL","Electricity","NIR 2024",0
2030,"ON","Electricity","2024 Additional Measures Scenario",8.9
2030,"ON","Electricity","2024 Reference Case",6.6
2030,"ON","Electricity","NIR 2024",0
2030,"QC","Electricity","2024 Additional Measures Scenario",0
2030,"QC","Electricity","2024 Reference Case",0
2030,"QC","Electricity","NIR 2024",0
2030,"SK","Electricity","2024 Additional Measures Scenario",2.4
2030,"SK","Electricity","2024 Reference Case",2.6
2030,"SK","Electricity","NIR 2024",0
2031,"AB","Electricity","2024 Additional Measures Scenario",6.4
2031,"AB","Electricity","2024 Reference Case",6.1
2031,"AB","Electricity","NIR 2024",0
2031,"BC","Electricity","2024 Additional Measures Scenario",0.1
2031,"BC","Electricity","2024 Reference Case",0.1
2031,"BC","Electricity","NIR 2024",0
2031,"Canada","Electricity","2024 Additional Measures Scenario",18.5
2031,"Canada","Electricity","2024 Reference Case",16.2
2031,"Canada","Electricity","Fast GDP and Population Growth",17.1
2031,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",17.5
2031,"Canada","Electricity","High Adoption Technology Scenario",18.5
2031,"Canada","Electricity","High Oil and Gas Prices",16.7
2031,"Canada","Electricity","Low Adoption Technology Scenario",18.8
2031,"Canada","Electricity","Low Oil and Gas Prices",14.4
2031,"Canada","Electricity","NIR 2024",0
2031,"Canada","Electricity","Slow GDP and Population Growth",15.1
2031,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",13.6
2031,"MB","Electricity","2024 Additional Measures Scenario",0
2031,"MB","Electricity","2024 Reference Case",0
2031,"MB","Electricity","NIR 2024",0
2031,"ATL","Electricity","2024 Additional Measures Scenario",1.6
2031,"ATL","Electricity","2024 Reference Case",2
2031,"ATL","Electricity","NIR 2024",0
2031,"ON","Electricity","2024 Additional Measures Scenario",7.8
2031,"ON","Electricity","2024 Reference Case",5
2031,"ON","Electricity","NIR 2024",0
2031,"QC","Electricity","2024 Additional Measures Scenario",0
2031,"QC","Electricity","2024 Reference Case",0
2031,"QC","Electricity","NIR 2024",0
2031,"SK","Electricity","2024 Additional Measures Scenario",2.6
2031,"SK","Electricity","2024 Reference Case",2.7
2031,"SK","Electricity","NIR 2024",0
2032,"AB","Electricity","2024 Additional Measures Scenario",6.1
2032,"AB","Electricity","2024 Reference Case",5.6
2032,"AB","Electricity","NIR 2024",0
2032,"BC","Electricity","2024 Additional Measures Scenario",0.1
2032,"BC","Electricity","2024 Reference Case",0.1
2032,"BC","Electricity","NIR 2024",0
2032,"Canada","Electricity","2024 Additional Measures Scenario",19.8
2032,"Canada","Electricity","2024 Reference Case",16.8
2032,"Canada","Electricity","Fast GDP and Population Growth",18
2032,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",18.9
2032,"Canada","Electricity","High Adoption Technology Scenario",19.6
2032,"Canada","Electricity","High Oil and Gas Prices",17.1
2032,"Canada","Electricity","Low Adoption Technology Scenario",19.9
2032,"Canada","Electricity","Low Oil and Gas Prices",15.1
2032,"Canada","Electricity","NIR 2024",0
2032,"Canada","Electricity","Slow GDP and Population Growth",15.8
2032,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",13.8
2032,"MB","Electricity","2024 Additional Measures Scenario",0
2032,"MB","Electricity","2024 Reference Case",0
2032,"MB","Electricity","NIR 2024",0
2032,"ATL","Electricity","2024 Additional Measures Scenario",1.8
2032,"ATL","Electricity","2024 Reference Case",2.1
2032,"ATL","Electricity","NIR 2024",0
2032,"ON","Electricity","2024 Additional Measures Scenario",9.3
2032,"ON","Electricity","2024 Reference Case",6.1
2032,"ON","Electricity","NIR 2024",0
2032,"QC","Electricity","2024 Additional Measures Scenario",0
2032,"QC","Electricity","2024 Reference Case",0
2032,"QC","Electricity","NIR 2024",0
2032,"SK","Electricity","2024 Additional Measures Scenario",2.4
2032,"SK","Electricity","2024 Reference Case",2.7
2032,"SK","Electricity","NIR 2024",0
2033,"AB","Electricity","2024 Additional Measures Scenario",5.9
2033,"AB","Electricity","2024 Reference Case",5.2
2033,"AB","Electricity","NIR 2024",0
2033,"BC","Electricity","2024 Additional Measures Scenario",0.1
2033,"BC","Electricity","2024 Reference Case",0.1
2033,"BC","Electricity","NIR 2024",0
2033,"Canada","Electricity","2024 Additional Measures Scenario",20.1
2033,"Canada","Electricity","2024 Reference Case",16.4
2033,"Canada","Electricity","Fast GDP and Population Growth",18.2
2033,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",19.5
2033,"Canada","Electricity","High Adoption Technology Scenario",20
2033,"Canada","Electricity","High Oil and Gas Prices",17.7
2033,"Canada","Electricity","Low Adoption Technology Scenario",20.2
2033,"Canada","Electricity","Low Oil and Gas Prices",15.1
2033,"Canada","Electricity","NIR 2024",0
2033,"Canada","Electricity","Slow GDP and Population Growth",15.5
2033,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",13.6
2033,"MB","Electricity","2024 Additional Measures Scenario",0
2033,"MB","Electricity","2024 Reference Case",0
2033,"MB","Electricity","NIR 2024",0
2033,"ATL","Electricity","2024 Additional Measures Scenario",1.8
2033,"ATL","Electricity","2024 Reference Case",2
2033,"ATL","Electricity","NIR 2024",0
2033,"ON","Electricity","2024 Additional Measures Scenario",9.9
2033,"ON","Electricity","2024 Reference Case",6.3
2033,"ON","Electricity","NIR 2024",0
2033,"QC","Electricity","2024 Additional Measures Scenario",0
2033,"QC","Electricity","2024 Reference Case",0
2033,"QC","Electricity","NIR 2024",0
2033,"SK","Electricity","2024 Additional Measures Scenario",2.4
2033,"SK","Electricity","2024 Reference Case",2.6
2033,"SK","Electricity","NIR 2024",0
2034,"AB","Electricity","2024 Additional Measures Scenario",5.7
2034,"AB","Electricity","2024 Reference Case",5.1
2034,"AB","Electricity","NIR 2024",0
2034,"BC","Electricity","2024 Additional Measures Scenario",0.1
2034,"BC","Electricity","2024 Reference Case",0.1
2034,"BC","Electricity","NIR 2024",0
2034,"Canada","Electricity","2024 Additional Measures Scenario",21.2
2034,"Canada","Electricity","2024 Reference Case",19.4
2034,"Canada","Electricity","Fast GDP and Population Growth",20.1
2034,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",22.5
2034,"Canada","Electricity","High Adoption Technology Scenario",21.1
2034,"Canada","Electricity","High Oil and Gas Prices",20.6
2034,"Canada","Electricity","Low Adoption Technology Scenario",20.5
2034,"Canada","Electricity","Low Oil and Gas Prices",18.4
2034,"Canada","Electricity","NIR 2024",0
2034,"Canada","Electricity","Slow GDP and Population Growth",18.8
2034,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",17.9
2034,"MB","Electricity","2024 Additional Measures Scenario",0
2034,"MB","Electricity","2024 Reference Case",0
2034,"MB","Electricity","NIR 2024",0
2034,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2034,"ATL","Electricity","2024 Reference Case",1.9
2034,"ATL","Electricity","NIR 2024",0
2034,"ON","Electricity","2024 Additional Measures Scenario",11.2
2034,"ON","Electricity","2024 Reference Case",9.7
2034,"ON","Electricity","NIR 2024",0
2034,"QC","Electricity","2024 Additional Measures Scenario",0
2034,"QC","Electricity","2024 Reference Case",0
2034,"QC","Electricity","NIR 2024",0
2034,"SK","Electricity","2024 Additional Measures Scenario",2.4
2034,"SK","Electricity","2024 Reference Case",2.4
2034,"SK","Electricity","NIR 2024",0
2035,"AB","Electricity","2024 Additional Measures Scenario",6.2
2035,"AB","Electricity","2024 Reference Case",5
2035,"AB","Electricity","NIR 2024",0
2035,"BC","Electricity","2024 Additional Measures Scenario",0.1
2035,"BC","Electricity","2024 Reference Case",0.1
2035,"BC","Electricity","NIR 2024",0
2035,"Canada","Electricity","2024 Additional Measures Scenario",14
2035,"Canada","Electricity","2024 Reference Case",17.8
2035,"Canada","Electricity","Fast GDP and Population Growth",19.5
2035,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",20.9
2035,"Canada","Electricity","High Adoption Technology Scenario",13.7
2035,"Canada","Electricity","High Oil and Gas Prices",19.6
2035,"Canada","Electricity","Low Adoption Technology Scenario",13.1
2035,"Canada","Electricity","Low Oil and Gas Prices",17.6
2035,"Canada","Electricity","NIR 2024",0
2035,"Canada","Electricity","Slow GDP and Population Growth",16.2
2035,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",16.4
2035,"MB","Electricity","2024 Additional Measures Scenario",0
2035,"MB","Electricity","2024 Reference Case",0
2035,"MB","Electricity","NIR 2024",0
2035,"ATL","Electricity","2024 Additional Measures Scenario",1.6
2035,"ATL","Electricity","2024 Reference Case",1.8
2035,"ATL","Electricity","NIR 2024",0
2035,"ON","Electricity","2024 Additional Measures Scenario",4.6
2035,"ON","Electricity","2024 Reference Case",8.6
2035,"ON","Electricity","NIR 2024",0
2035,"QC","Electricity","2024 Additional Measures Scenario",0
2035,"QC","Electricity","2024 Reference Case",0
2035,"QC","Electricity","NIR 2024",0
2035,"SK","Electricity","2024 Additional Measures Scenario",1.3
2035,"SK","Electricity","2024 Reference Case",2
2035,"SK","Electricity","NIR 2024",0
2036,"AB","Electricity","2024 Additional Measures Scenario",5.6
2036,"AB","Electricity","2024 Reference Case",4.9
2036,"AB","Electricity","NIR 2024",0
2036,"BC","Electricity","2024 Additional Measures Scenario",0.1
2036,"BC","Electricity","2024 Reference Case",0.1
2036,"BC","Electricity","NIR 2024",0
2036,"Canada","Electricity","2024 Additional Measures Scenario",12.2
2036,"Canada","Electricity","2024 Reference Case",15.6
2036,"Canada","Electricity","Fast GDP and Population Growth",18.3
2036,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",18.6
2036,"Canada","Electricity","High Adoption Technology Scenario",12.1
2036,"Canada","Electricity","High Oil and Gas Prices",16.1
2036,"Canada","Electricity","Low Adoption Technology Scenario",12.4
2036,"Canada","Electricity","Low Oil and Gas Prices",15
2036,"Canada","Electricity","NIR 2024",0
2036,"Canada","Electricity","Slow GDP and Population Growth",12.7
2036,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",12.8
2036,"MB","Electricity","2024 Additional Measures Scenario",0
2036,"MB","Electricity","2024 Reference Case",0
2036,"MB","Electricity","NIR 2024",0
2036,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2036,"ATL","Electricity","2024 Reference Case",1.8
2036,"ATL","Electricity","NIR 2024",0
2036,"ON","Electricity","2024 Additional Measures Scenario",3.6
2036,"ON","Electricity","2024 Reference Case",6.8
2036,"ON","Electricity","NIR 2024",0
2036,"QC","Electricity","2024 Additional Measures Scenario",0
2036,"QC","Electricity","2024 Reference Case",0
2036,"QC","Electricity","NIR 2024",0
2036,"SK","Electricity","2024 Additional Measures Scenario",1.1
2036,"SK","Electricity","2024 Reference Case",1.9
2036,"SK","Electricity","NIR 2024",0
2037,"AB","Electricity","2024 Additional Measures Scenario",5.3
2037,"AB","Electricity","2024 Reference Case",4.8
2037,"AB","Electricity","NIR 2024",0
2037,"BC","Electricity","2024 Additional Measures Scenario",0.1
2037,"BC","Electricity","2024 Reference Case",0.1
2037,"BC","Electricity","NIR 2024",0
2037,"Canada","Electricity","2024 Additional Measures Scenario",11.5
2037,"Canada","Electricity","2024 Reference Case",13.1
2037,"Canada","Electricity","Fast GDP and Population Growth",15.9
2037,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",16.7
2037,"Canada","Electricity","High Adoption Technology Scenario",11.4
2037,"Canada","Electricity","High Oil and Gas Prices",14.2
2037,"Canada","Electricity","Low Adoption Technology Scenario",11.8
2037,"Canada","Electricity","Low Oil and Gas Prices",13.8
2037,"Canada","Electricity","NIR 2024",0
2037,"Canada","Electricity","Slow GDP and Population Growth",11.1
2037,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",11.9
2037,"MB","Electricity","2024 Additional Measures Scenario",0
2037,"MB","Electricity","2024 Reference Case",0
2037,"MB","Electricity","NIR 2024",0
2037,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2037,"ATL","Electricity","2024 Reference Case",2
2037,"ATL","Electricity","NIR 2024",0
2037,"ON","Electricity","2024 Additional Measures Scenario",3.1
2037,"ON","Electricity","2024 Reference Case",4.2
2037,"ON","Electricity","NIR 2024",0
2037,"QC","Electricity","2024 Additional Measures Scenario",0
2037,"QC","Electricity","2024 Reference Case",0
2037,"QC","Electricity","NIR 2024",0
2037,"SK","Electricity","2024 Additional Measures Scenario",1.1
2037,"SK","Electricity","2024 Reference Case",1.8
2037,"SK","Electricity","NIR 2024",0
2038,"AB","Electricity","2024 Additional Measures Scenario",4.2
2038,"AB","Electricity","2024 Reference Case",4.9
2038,"AB","Electricity","NIR 2024",0
2038,"BC","Electricity","2024 Additional Measures Scenario",0.1
2038,"BC","Electricity","2024 Reference Case",0.1
2038,"BC","Electricity","NIR 2024",0
2038,"Canada","Electricity","2024 Additional Measures Scenario",9.5
2038,"Canada","Electricity","2024 Reference Case",12.4
2038,"Canada","Electricity","Fast GDP and Population Growth",13.2
2038,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.9
2038,"Canada","Electricity","High Adoption Technology Scenario",10
2038,"Canada","Electricity","High Oil and Gas Prices",11.9
2038,"Canada","Electricity","Low Adoption Technology Scenario",8.6
2038,"Canada","Electricity","Low Oil and Gas Prices",12.7
2038,"Canada","Electricity","NIR 2024",0
2038,"Canada","Electricity","Slow GDP and Population Growth",11.2
2038,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",10.1
2038,"MB","Electricity","2024 Additional Measures Scenario",0
2038,"MB","Electricity","2024 Reference Case",0
2038,"MB","Electricity","NIR 2024",0
2038,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2038,"ATL","Electricity","2024 Reference Case",2.1
2038,"ATL","Electricity","NIR 2024",0
2038,"ON","Electricity","2024 Additional Measures Scenario",2.3
2038,"ON","Electricity","2024 Reference Case",3.4
2038,"ON","Electricity","NIR 2024",0
2038,"QC","Electricity","2024 Additional Measures Scenario",0
2038,"QC","Electricity","2024 Reference Case",0
2038,"QC","Electricity","NIR 2024",0
2038,"SK","Electricity","2024 Additional Measures Scenario",1
2038,"SK","Electricity","2024 Reference Case",1.8
2038,"SK","Electricity","NIR 2024",0
2039,"AB","Electricity","2024 Additional Measures Scenario",3.9
2039,"AB","Electricity","2024 Reference Case",4.7
2039,"AB","Electricity","NIR 2024",0
2039,"BC","Electricity","2024 Additional Measures Scenario",0.1
2039,"BC","Electricity","2024 Reference Case",0.1
2039,"BC","Electricity","NIR 2024",0
2039,"Canada","Electricity","2024 Additional Measures Scenario",8.8
2039,"Canada","Electricity","2024 Reference Case",11.8
2039,"Canada","Electricity","Fast GDP and Population Growth",12.3
2039,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.6
2039,"Canada","Electricity","High Adoption Technology Scenario",8.8
2039,"Canada","Electricity","High Oil and Gas Prices",11.6
2039,"Canada","Electricity","Low Adoption Technology Scenario",8.3
2039,"Canada","Electricity","Low Oil and Gas Prices",11.8
2039,"Canada","Electricity","NIR 2024",0
2039,"Canada","Electricity","Slow GDP and Population Growth",9
2039,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",9.3
2039,"MB","Electricity","2024 Additional Measures Scenario",0
2039,"MB","Electricity","2024 Reference Case",0
2039,"MB","Electricity","NIR 2024",0
2039,"ATL","Electricity","2024 Additional Measures Scenario",1.3
2039,"ATL","Electricity","2024 Reference Case",1.5
2039,"ATL","Electricity","NIR 2024",0
2039,"ON","Electricity","2024 Additional Measures Scenario",1.9
2039,"ON","Electricity","2024 Reference Case",3.3
2039,"ON","Electricity","NIR 2024",0
2039,"QC","Electricity","2024 Additional Measures Scenario",0
2039,"QC","Electricity","2024 Reference Case",0
2039,"QC","Electricity","NIR 2024",0
2039,"SK","Electricity","2024 Additional Measures Scenario",1.5
2039,"SK","Electricity","2024 Reference Case",2.1
2039,"SK","Electricity","NIR 2024",0
2040,"AB","Electricity","2024 Additional Measures Scenario",3.4
2040,"AB","Electricity","2024 Reference Case",4.1
2040,"AB","Electricity","NIR 2024",0
2040,"BC","Electricity","2024 Additional Measures Scenario",0.1
2040,"BC","Electricity","2024 Reference Case",0
2040,"BC","Electricity","NIR 2024",0
2040,"Canada","Electricity","2024 Additional Measures Scenario",9
2040,"Canada","Electricity","2024 Reference Case",11.1
2040,"Canada","Electricity","Fast GDP and Population Growth",11.8
2040,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.3
2040,"Canada","Electricity","High Adoption Technology Scenario",9.1
2040,"Canada","Electricity","High Oil and Gas Prices",11.2
2040,"Canada","Electricity","Low Adoption Technology Scenario",8.6
2040,"Canada","Electricity","Low Oil and Gas Prices",12.1
2040,"Canada","Electricity","NIR 2024",0
2040,"Canada","Electricity","Slow GDP and Population Growth",8.8
2040,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",9.5
2040,"MB","Electricity","2024 Additional Measures Scenario",0
2040,"MB","Electricity","2024 Reference Case",0
2040,"MB","Electricity","NIR 2024",0
2040,"ATL","Electricity","2024 Additional Measures Scenario",1.3
2040,"ATL","Electricity","2024 Reference Case",1.5
2040,"ATL","Electricity","NIR 2024",0
2040,"ON","Electricity","2024 Additional Measures Scenario",2.3
2040,"ON","Electricity","2024 Reference Case",3.3
2040,"ON","Electricity","NIR 2024",0
2040,"QC","Electricity","2024 Additional Measures Scenario",0
2040,"QC","Electricity","2024 Reference Case",0
2040,"QC","Electricity","NIR 2024",0
2040,"SK","Electricity","2024 Additional Measures Scenario",1.8
2040,"SK","Electricity","2024 Reference Case",2
2040,"SK","Electricity","NIR 2024",0
